retained_card29_sales,retained_card29_revenue,residual_transfer_rate,replacement_revenue,affected_card29_baseline_revenue,revenue_change
12,528.0,0.0,2143.6385106081398,2244.0,-100.36148939186023
12,528.0,0.1,2183.3447564373646,2244.0,-60.655243562635405
12,528.0,0.2,2223.05100226659,2244.0,-20.948997733410124
12,528.0,0.3,2262.7572480958147,2244.0,18.757248095814703
12,528.0,0.4,2302.4634939250395,2244.0,58.46349392503953
12,528.0,0.5,2342.169739754265,2244.0,98.16973975426481
12,528.0,0.6,2381.8759855834896,2244.0,137.87598558348964
12,528.0,0.7,2421.5822314127145,2244.0,177.58223141271446
12,528.0,0.8,2461.2884772419397,2244.0,217.28847724193974
12,528.0,0.9,2500.9947230711646,2244.0,256.9947230711646
12,528.0,1.0,2540.70096890039,2244.0,296.70096890038985
13,572.0,0.0,2143.6385106081398,2200.0,-56.36148939186023
13,572.0,0.1,2183.3447564373646,2200.0,-16.655243562635405
13,572.0,0.2,2223.05100226659,2200.0,23.051002266589876
13,572.0,0.3,2262.7572480958147,2200.0,62.7572480958147
13,572.0,0.4,2302.4634939250395,2200.0,102.46349392503953
13,572.0,0.5,2342.169739754265,2200.0,142.1697397542648
13,572.0,0.6,2381.8759855834896,2200.0,181.87598558348964
13,572.0,0.7,2421.5822314127145,2200.0,221.58223141271446
13,572.0,0.8,2461.2884772419397,2200.0,261.28847724193974
13,572.0,0.9,2500.9947230711646,2200.0,300.9947230711646
13,572.0,1.0,2540.70096890039,2200.0,340.70096890038985
14,616.0,0.0,2143.6385106081398,2156.0,-12.361489391860232
14,616.0,0.1,2183.3447564373646,2156.0,27.344756437364595
14,616.0,0.2,2223.05100226659,2156.0,67.05100226658988
14,616.0,0.3,2262.7572480958147,2156.0,106.7572480958147
14,616.0,0.4,2302.4634939250395,2156.0,146.46349392503953
14,616.0,0.5,2342.169739754265,2156.0,186.1697397542648
14,616.0,0.6,2381.8759855834896,2156.0,225.87598558348964
14,616.0,0.7,2421.5822314127145,2156.0,265.58223141271446
14,616.0,0.8,2461.2884772419397,2156.0,305.28847724193974
14,616.0,0.9,2500.9947230711646,2156.0,344.9947230711646
14,616.0,1.0,2540.70096890039,2156.0,384.70096890038985
15,660.0,0.0,2143.6385106081398,2112.0,31.638510608139768
15,660.0,0.1,2183.3447564373646,2112.0,71.3447564373646
15,660.0,0.2,2223.05100226659,2112.0,111.05100226658988
15,660.0,0.3,2262.7572480958147,2112.0,150.7572480958147
15,660.0,0.4,2302.4634939250395,2112.0,190.46349392503953
15,660.0,0.5,2342.169739754265,2112.0,230.1697397542648
15,660.0,0.6,2381.8759855834896,2112.0,269.87598558348964
15,660.0,0.7,2421.5822314127145,2112.0,309.58223141271446
15,660.0,0.8,2461.2884772419397,2112.0,349.28847724193974
15,660.0,0.9,2500.9947230711646,2112.0,388.9947230711646
15,660.0,1.0,2540.70096890039,2112.0,428.70096890038985
16,704.0,0.0,2143.6385106081398,2068.0,75.63851060813977
16,704.0,0.1,2183.3447564373646,2068.0,115.3447564373646
16,704.0,0.2,2223.05100226659,2068.0,155.05100226658988
16,704.0,0.3,2262.7572480958147,2068.0,194.7572480958147
16,704.0,0.4,2302.4634939250395,2068.0,234.46349392503953
16,704.0,0.5,2342.169739754265,2068.0,274.1697397542648
16,704.0,0.6,2381.8759855834896,2068.0,313.87598558348964
16,704.0,0.7,2421.5822314127145,2068.0,353.58223141271446
16,704.0,0.8,2461.2884772419397,2068.0,393.28847724193974
16,704.0,0.9,2500.9947230711646,2068.0,432.9947230711646
16,704.0,1.0,2540.70096890039,2068.0,472.70096890038985
17,748.0,0.0,2143.6385106081398,2024.0,119.63851060813977
17,748.0,0.1,2183.3447564373646,2024.0,159.3447564373646
17,748.0,0.2,2223.05100226659,2024.0,199.05100226658988
17,748.0,0.3,2262.7572480958147,2024.0,238.7572480958147
17,748.0,0.4,2302.4634939250395,2024.0,278.46349392503953
17,748.0,0.5,2342.169739754265,2024.0,318.1697397542648
17,748.0,0.6,2381.8759855834896,2024.0,357.87598558348964
17,748.0,0.7,2421.5822314127145,2024.0,397.58223141271446
17,748.0,0.8,2461.2884772419397,2024.0,437.28847724193974
17,748.0,0.9,2500.9947230711646,2024.0,476.9947230711646
17,748.0,1.0,2540.70096890039,2024.0,516.7009689003899
18,792.0,0.0,2143.6385106081398,1980.0,163.63851060813977
18,792.0,0.1,2183.3447564373646,1980.0,203.3447564373646
18,792.0,0.2,2223.05100226659,1980.0,243.05100226658988
18,792.0,0.3,2262.7572480958147,1980.0,282.7572480958147
18,792.0,0.4,2302.4634939250395,1980.0,322.46349392503953
18,792.0,0.5,2342.169739754265,1980.0,362.1697397542648
18,792.0,0.6,2381.8759855834896,1980.0,401.87598558348964
18,792.0,0.7,2421.5822314127145,1980.0,441.58223141271446
